Query,RunNumber,ExecutionTime_ms,Configuration,IndexStrategy,DataSetSize
query_6,17,841.179,High Memory,single_column_indexes,Large
query_6,18,881.857,High Memory,single_column_indexes,Large
query_6,19,854.684,High Memory,single_column_indexes,Large
query_6,20,912.459,High Memory,single_column_indexes,Large
query_6,21,869.122,High Memory,single_column_indexes,Large
query_6,22,990.068,High Memory,single_column_indexes,Large
query_6,23,914.211,High Memory,single_column_indexes,Large
query_6,24,839.551,High Memory,single_column_indexes,Large
query_6,25,894.365,High Memory,single_column_indexes,Large
query_6,26,906.464,High Memory,single_column_indexes,Large
query_6,27,892.419,High Memory,single_column_indexes,Large
query_6,28,882.928,High Memory,single_column_indexes,Large
query_6,29,991.202,High Memory,single_column_indexes,Large
query_6,30,1032.459,High Memory,single_column_indexes,Large
query_7,1,745.745,High Memory,single_column_indexes,Large
query_7,2,663.562,High Memory,single_column_indexes,Large
query_7,3,663.562,High Memory,single_column_indexes,Large
query_7,4,659.537,High Memory,single_column_indexes,Large
query_7,5,635.024,High Memory,single_column_indexes,Large
query_7,6,633.293,High Memory,single_column_indexes,Large
query_7,7,708.604,High Memory,single_column_indexes,Large
query_7,8,623.221,High Memory,single_column_indexes,Large
query_7,9,635.849,High Memory,single_column_indexes,Large
query_7,10,663.501,High Memory,single_column_indexes,Large
query_7,11,670.688,High Memory,single_column_indexes,Large
query_7,12,640.765,High Memory,single_column_indexes,Large
query_7,13,754.773,High Memory,single_column_indexes,Large
query_7,14,663.622,High Memory,single_column_indexes,Large
query_7,15,660.975,High Memory,single_column_indexes,Large
query_7,16,628.789,High Memory,single_column_indexes,Large
query_7,17,667.771,High Memory,single_column_indexes,Large
query_7,18,633.155,High Memory,single_column_indexes,Large
query_7,19,708.85,High Memory,single_column_indexes,Large
query_7,20,769.729,High Memory,single_column_indexes,Large
query_7,21,705.138,High Memory,single_column_indexes,Large
query_7,22,802.065,High Memory,single_column_indexes,Large
query_7,23,799.536,High Memory,single_column_indexes,Large
query_7,24,796.763,High Memory,single_column_indexes,Large
query_7,25,699.509,High Memory,single_column_indexes,Large
query_7,26,621.658,High Memory,single_column_indexes,Large
query_7,27,651.872,High Memory,single_column_indexes,Large
query_7,28,627.381,High Memory,single_column_indexes,Large
query_7,29,624.127,High Memory,single_column_indexes,Large
query_7,30,662.957,High Memory,single_column_indexes,Large
query_1,1,2837.186,High Memory,composite_indexes,Large
query_1,2,2599.924,High Memory,composite_indexes,Large
query_1,3,2408.75,High Memory,composite_indexes,Large
query_1,4,2820.517,High Memory,composite_indexes,Large
query_1,5,2820.517,High Memory,composite_indexes,Large
query_1,6,2886.805,High Memory,composite_indexes,Large
query_1,7,3358.751,High Memory,composite_indexes,Large
query_1,8,2610.191,High Memory,composite_indexes,Large
query_1,9,3287.216,High Memory,composite_indexes,Large
query_1,10,3340.729,High Memory,composite_indexes,Large
query_1,11,2613.481,High Memory,composite_indexes,Large
query_1,12,2800.087,High Memory,composite_indexes,Large
query_1,13,2639.985,High Memory,composite_indexes,Large
query_1,14,2535.491,High Memory,composite_indexes,Large
